fileid,date_cases_IMPUTED,cases_extracted,country_extracted,date_extracted,deaths_extracted,virus_extracted
1996_02_19c-en,,3000.0,Federal Republic of Nigeria,1996/2/19,400.0,Meningitis
1996_02_29a-en,,416.0,Ecuador,1996/2/29,4.0,Cholera
1996_02_29b-en,,24.0,Congo,1996/2/29,17.0,Hemorrhagic fever
1996_03_01a-en,,1487.0,Federal Republic of Nigeria,1996/3/1,99.0,Cholera
1996_03_01b-en,,8423.0,Federal Republic of Nigeria,1996/2/29,1181.0,Meningitis
1996_03_01c-en,,27.0,,1996/3/1,18.0,
1996_03_06a-en,,,,1996/3/6,,Cholera
1996_03_06b-en,,15733.0,Federal Republic of Nigeria,1996/3/6,2411.0,
1996_03_06c-en,,2662.0,Federal Republic of Nigeria,1996/3/6,288.0,Cholera
1996_03_07a-en,,2836.0,,1996/3/7,299.0,
1996_03_07b-en,,17668.0,Federal Republic of Nigeria,1996/3/7,2550.0,
1996_03_12-en,,244.0,Chad,1996/3/12,19.0,Meningitis
1996_03_12b-en,,,,1996/3/12,,Meningococcal (Group C)
1996_03_15a-en,,6117.0,Federal Republic of Nigeria,1996/3/15,487.0,Cholera
1996_03_15b-en,,22545.0,Africa,1996/3/15,3889.0,Meningitis
1996_03_15c-en,,3031.0,Cameroon,1996/3/15,188.0,
1996_03_19-en,,38000.0,Africa,1996/3/19,5000.0,Meningitis
1996_03_21-en,,10.0,United Kingdom,1996/3/21,,Creutzfeldt-Jakob disease
1996_03_27-en,,30212.0,Federal Republic of Nigeria,1996/3/27,4346.0,Meningitis
1996_03_28-en,,10.0,United Kingdom,1996/3/28,,Creutzfeldt-Jakob disease
1996_04_04a-en,,,,1996/4/4,,Bovine spongiform encephalopathy
1996_04_04b-en,,147.0,Congo,1996/4/4,33.0,Cholera
1996_04_11-en,,5.0,India,1996/4/11,0.0,Avian infectious bronchitis
1996_04_17-en,,2.0,United States,1996/4/17,1.0,Novirhabdovirus
1996_04_26-en,,47.0,Angola,1996/4/26,,Cholera
1996_04_26b-en,,37.0,Congo,1996/4/26,,Hemorrhagic fever
1996_04_30-en,,,Philippines,1996/4/17,0.0,Bundibugyo ebolavirus (BEBOV)
1996_05_03-en,,2347.0,Mali,1996/5/3,319.0,Meningococcal (Group C)
1996_05_15-en,,76.0,Sierra Leone,1996/5/9,46.0,Lassa Fever
1996_05_20-en,,607.0,Malaysia,1996/5/10,,"Vibrio cholerae O1, biotype El Tor, serotype Ogawa"
1996_05_28-en,,10.0,Kenema District,1996/5/28,1.0,Lassa Fever
1996_05_31-en,,4.0,Spain,1996/5/31,2.0,Meningococcal (Group C)
1996_06_03-en,,,United Kingdom,1996/6/3,,Meningitis
1996_06_14a-en,,167.0,Sierra Leone,1996/5/28,60.0,Lassa Fever
1996_06_14b-en,,2450.0,Malaysia,1996/6/14,,Dengue Fever
1996_06_14c-en,,214.0,Philippines,1996/6/14,4.0,
1996_06_14d-en,,,Malaysia,1996/6/14,,Cholera
1996_07_05-en,,601.0,N'Djamena,1996/7/5,51.0,Cholera
1996_07_05b-en,,821.0,Bandundu town and surrounding areas in the Region of Bandundu,1996/7/5,179.0,Cholera
1996_07_11-en,,18.0,Mozambique,1996/7/11,4.0,Meningitis
1996_07_18-en,,1485.0,Philippines,1996/7/18,26.0,Dengue Fever
1996_07_19a-en,,72.0,Lao People's Democratic Republic,1996/7/19,4.0,Diphtheria
1996_07_19b-en,,1317.0,Chad,1996/7/19,94.0,
1996_07_19c-en,,12374.0,Federal Republic of Nigeria,1996/7/19,1193.0,Cholera
1996_07_26-en,,6260.0,Japan,1996/7/26,92.0,Escherichia coli Infection
1996_07_30a-en,,246.0,,1996/7/21,73.0,Lassa Fever
1996_07_30b-en,,26.0,Angola,1996/7/30,,Meningitis
1996_08_02-en,,4000.0,Republic of Tajikistan,1996/8/2,,Typhoid fever
1996_08_06a-en,,7516.0,Republic of Tajikistan,1996/8/6,,Typhoid fever
1996_08_06b-en,,32.0,Mexico,1996/6/16,10.0,Equine Encephalitis
1996_08_12a-en,,105.0,India,1996/8/12,,
1996_08_12b-en,,223.0,Cyprus,1996/8/12,0.0,Coxsackie
1996_08_12c-en,,,Ghana,1996/8/12,,Human parainfluenza virus
1996_08_13a-en,,293.0,Ecuador,1996/8/13,,Dengue Fever
1996_08_13b-en,,43.0,Republic of Tajikistan,1996/8/13,,Cholera
1996_08_14a-en,,,Angola,1996/8/14,,Cholera
1996_08_14b-en,,157.0,Mozambique,1996/8/14,9.0,
1996_08_14c-en,,52.0,,1996/8/13,6.0,Cholera
1996_08_21a-en,,106.0,Republic of Tajikistan,1996/8/21,8.0,Cholera
1996_08_21b-en,,280.0,Cyprus,1996/8/21,0.0,
1996_08_28-en,,9578.0,Japan,1996/8/28,11.0,Escherichia coli Infection
1996_09_02a-en,,281.0,Republic of Moldova,1996/9/2,14.0,Meningitis
1996_09_02b-en,,,United Republic of Tanzania,1996/9/2,,Meningitis
1996_09_03-en,,303.0,Republic of Moldova,1996/9/3,17.0,Meningitis
1996_09_09-en,,342.0,Republic of Moldova,1996/9/9,17.0,Enterovirus Infection
1996_09_12-en,,284.0,Philippines,1996/9/8,5.0,V. cholerae
1996_09_18-en,,66.0,Albania,1996/9/18,7.0,Coronavirus
1996_09_24-en,,450.0,Republic of Moldova,1996/9/24,39.0,West Nile Disease
1996_10_02-en,,48.0,Benin,1996/10/2,37.0,Yellow Fever
1996_10_04-en,,697.0,,1996/10/4,118.0,Japanese Encephalitis
1996_10_14-en,,37.0,"Boué, 200 km west of Makokou",1996/10/14,,Hemorrhagic fever
1996_10_15a-en,,168.0,Republic of Moldova,1996/10/15,,West Nile Disease
1996_10_15b-en,,14.0,Congo,1996/10/15,10.0,Hemorrhagic fever
1996_10_17a-en,,,India,1996/10/17,,Dengue Fever
1996_10_17b-en,,143.0,Guinea Bissau,1996/10/17,7.0,
1996_10_18-en,,18.0,Congo,1996/10/18,11.0,Hemorrhagic fever
1996_10_21-en,,19.0,,1996/10/21,11.0,Hemorrhagic fever
1996_10_24-en,,5930.0,India,1996/10/24,251.0,Dengue Fever
1996_10_31a-en,,7427.0,India,1996/10/31,297.0,Dengue Fever
1996_10_31b-en,,2.0,Brazil,1996/10/31,2.0,Yellow Fever
1996_11_01-en,,86.0,Benin,1996/11/1,65.0,Yellow Fever
1996_11_05-en,,32.0,South Africa (KwaZulu Natal),1996/11/5,1.0,Crimean-Congo Hemorrhagic fever
1996_11_12a-en,,24.0,,1996/11/12,17.0,Hemorrhagic fever
1996_11_12b-en,,8170.0,India,1996/11/12,319.0,Dengue Fever
1996_11_15a-en,,8514.0,India,1996/11/15,336.0,
1996_11_15b-en,,2.0,Congo,1996/11/13,0.0,Cholera
1996_11_18-en,,1.0,South Africa (KwaZulu Natal),1996/11/18,0.0,Ebola
1996_11_19-en,,,Congo,1996/11/19,,Ebola
1996_11_20-en,,8684.0,India,1996/11/20,346.0,
1996_11_22-en,,41.0,South Africa (KwaZulu Natal),1996/11/21,1.0,Ebola
1996_11_25-en,,27.0,Congo,1996/11/25,19.0,Ebola
1996_11_28a-en,,8777.0,India,1996/11/28,354.0,Dengue Fever
1996_11_28b-en,,2.0,South Africa (KwaZulu Natal),1996/11/26,1.0,Hemorrhagic fever
1996_11_28c-en,,14160.0,Rwanda,1996/11/28,38.0,
1996_12_03-en,,,Saudi Arabia,1996/12/3,,
1996_12_05-en,,27.0,,1996/12/5,5.0,Yellow Fever
1996_12_06a-en,,27.0,Congo,1996/12/5,19.0,Ebola
1996_12_06b-en,,,Upper East Region,1996/12/6,,Yellow Fever
1996_12_06c-en,,1100.0,United Republic of Tanzania,1996/12/6,6.0,Cholera
1996_12_13a-en,,106.0,Rwanda,1996/12/13,10.0,
1996_12_13b-en,,396.0,Scotland,1996/12/13,11.0,Escherichia coli O157:H7
1996_12_20-en,,,Congo,1996/12/20,7.0,Hemorrhagic fever
1996_12_24-en,,40.0,Congo,1996/12/24,30.0,Hemorrhagic fever
1997_01_02-en,,52.0,,1997/1/2,40.0,Hemorrhagic fever
1997_01_08-en,,54.0,Congo,1997/7/13,41.0,Ebola
1997_01_09a-en,,153.0,Burundi,1997/1/9,10.0,Cholera
1997_01_09b-en,,58.0,Congo,1997/1/9,43.0,
1997_01_16-en,,59.0,Congo,1997/1/15,44.0,Ebola
1997_01_17a-en,,12.0,Guadeloupe,1997/1/15,0.0,Measles
1997_01_17b-en,,482.0,Rumonge,1997/1/17,21.0,Cholera
1997_01_20-en,,56.0,Congo,1997/1/20,2.0,Cholera
1997_01_21-en,,60.0,Congo,1997/1/20,45.0,Hemorrhagic fever
1997_01_22-en,,723.0,Ecuador,1997/1/22,6.0,Cholera
1997_01_24-en,,522.0,,1997/1/17,97.0,Meningitis
1997_01_27-en,,739.0,Ghana,1997/1/27,121.0,
1997_01_31a-en,,961.0,Ghana,1997/1/31,143.0,Meningitis
1997_01_31b-en,,90.0,Zambia,1997/1/31,22.0,Yersinia Pestis
1997_02_07a-en,,61.0,Congo,1997/2/7,45.0,Hemorrhagic fever
1997_02_07b-en,,267.0,Zambia,1997/2/7,26.0,Yersinia Pestis
1997_02_07c-en,,1235.0,,1997/2/7,151.0,Meningitis
1997_02_20-en,,,,1997/2/20,,Human parainfluenza virus
1997_02_28a-en,,123.0,Rarotonga,1997/2/28,0.0,Dengue Fever
1997_02_28b-en,,3000.0,Tadjikistan,1997/2/28,,Salmonella pullorum
1997_02_28c-en,,1383.0,Spain,1997/2/28,,Meningitis
1997_03_02-en,,60.0,Congo,1997/3/2,45.0,Hemorrhagic fever
1997_03_06-en,,1659.0,South Africa (KwaZulu Natal),1997/2/22,281.0,Meningococcal (Group C)
1997_03_11-en,,30.0,Ecuador,1997/3/11,21.0,Yellow Fever
1997_03_12-en,,,United Republic of Tanzania,1997/3/12,,Oz virus
1997_03_21a-en,,10000.0,Burkina Faso,1997/3/20,1200.0,Meningitis
1997_03_21b-en,,239.0,Kenema District,1997/3/21,39.0,Lassa Fever
1997_03_21c-en,,11.0,"Sankuru sub-region, Kasai Orental, Democratic Republic of the Congo",1997/9/1,,Death and Monkeypox
1997_03_27-en,,24798.0,Burkina Faso,1997/3/27,2933.0,Meningitis
1997_03_28-en,,,,1997/3/28,,
1997_04_11-en,,41699.0,South Africa (KwaZulu Natal),1997/4/11,4498.0,Meningitis
1997_04_14-en,,,Congo,1997/4/14,,Death and Monkeypox
1997_04_15a-en,,1535.0,Somalia,1997/4/15,47.0,Cholera
1997_04_15b-en,,,Congo,1997/4/15,,Cholera
1997_04_24a-en,,,,1997/4/24,,
1997_04_24b-en,,,Congo,1997/4/24,,Death and Monkeypox
1997_05_01-en,,799.0,Sierra Leone,1997/1/1,148.0,Lassa Fever
1997_05_06a-en,,,,1997/5/6,,Rabies
1997_05_06b-en,,3000.0,United Republic of Tanzania,1997/5/6,100.0,V. cholerae
1997_05_06c-en,,23889.0,Burundi,1997/5/6,,Typhus
1997_05_09-en,,4437.0,Somalia,1997/5/9,146.0,Cholera
1997_05_20-en,,,,1997/5/20,,
1997_05_22-en,,353.0,Sierra Leone,1997/5/22,43.0,Lassa Fever
1997_06_04-en,,5557.0,Somalia,1997/6/4,247.0,
1997_06_05-en,,185.0,Ghana,1997/6/5,26.0,Anthrax
1997_06_06-en,,17.0,Malaysia,1997/4/14,17.0,CoxsackieInfection
1997_06_10-en,,,Malaysia,1997/6/10,21.0,CoxsackieInfection
1997_06_18-en,,826.0,Republic of Panama,1997/6/16,3.0,Dengue Fever
1997_06_19a-en,,15.0,Malaysia,1997/6/19,8.0,Enterovirus Infection
1997_06_19b-en,,,Japan,1997/6/19,,Staphylococcal infection
1997_06_26-en,,,Sarawak State,1997/6/26,29.0,Enterovirus Infection
1997_07_03-en,,2113.0,Malaysia,1997/4/14,29.0,Enterovirus Infection
1997_07_07-en,,157.0,Gaza Strip,1997/5/26,0.0,Echovirus
1997_07_30-en,,44.0,Congo,1997/7/30,8.0,
1997_07_31a-en,,11328.0,Malaysia,1997/7/31,28.0,Dengue Fever
1997_07_31b-en,,170.0,Congo,1997/3/1,0.0,Death and Monkeypox
1997_08_08-en,,115.0,Mozambique,1997/8/8,0.0,Yersinia Pestis
1997_08_11-en,,2.0,Angola,1997/7/6,1.0,Yellow Fever
1997_09_02a-en,,,United Republic of Tanzania,1997/9/2,,Meningitis
1997_09_02b-en,,49.0,Mozambique,1997/9/2,,Cholera
1997_09_02c-en,,247.0,Thailand,1997/9/2,24.0,Japanese Encephalitis
1997_09_22-en,,555.0,United Republic of Tanzania,1997/6/15,29.0,Cholera
1997_10_02a-en,,,,1997/10/2,,
1997_10_02b-en,,,"Colombia, Honduras, Brazil",1997/10/2,,HendraVirus
1997_10_10-en,,992.0,Thailand,1997/10/10,84.0,
1997_10_27-en,,413.0,India,1997/10/27,48.0,Leptospirosis
1997_10_28a-en,,346.0,Mozambique,1997/10/28,14.0,Cholera
1997_10_28b-en,,2500.0,United Republic of Tanzania,1997/10/28,140.0,Cholera
1997_10_30-en,,43.0,Zambia,1997/10/30,0.0,Yersinia Pestis
1997_10_31-en,,,Ghana,1997/9/25,,Lassa Fever
1997_11_14a-en,,1330.0,Mozambique,1997/11/14,41.0,Cholera
1997_11_14b-en,,511.0,Congo,1997/10/1,5.0,Death and Monkeypox
1997_11_19-en,,1664.0,Mozambique,1997/11/19,62.0,Cholera
1997_11_21a-en,,335.0,Mozambique,1997/11/21,0.0,Yersinia Pestis
1997_11_21b-en,,355.0,,1997/11/21,29.0,Cholera
1997_11_26a-en,,4301.0,Mozambique,1997/11/26,146.0,
1997_11_26b-en,,827.0,,1997/11/24,,Cholera
1998_01_05-en,,16.0,Hong Kong,1998/1/5,4.0,Avian influenza
1998_01_06a-en,,800.0,Haut-Zaire Province,1998/1/6,54.0,Cholera
1998_01_06b-en,,,United Republic of Tanzania,1998/1/6,,Rift Valley Fever Animals
1998_01_07a-en,,35591.0,United Republic of Tanzania,1997/12/31,2025.0,Cholera
1998_01_07b-en,,16.0,,1998/1/7,4.0,Avian influenza
1998_01_09a-en,,,Saudi Arabia,,,
1998_01_09b-en,,16.0,,1998/1/9,,Avian influenza
1998_01_09c-en,,,,1998/1/9,,Cholera
1998_01_12a-en,,33.0,Ecuador,1998/1/12,,Cholera
1998_01_12b-en,,17.0,,1998/1/12,0.0,Avian influenza
1998_01_13-en,,17.0,,1998/1/13,,Avian influenza
1998_01_14a-en,,18.0,,1998/1/14,5.0,Avian influenza
1998_01_14b-en,,36.0,United Republic of Tanzania,1998/1/14,300.0,Rhabdovirus
1998_01_15-en,,18.0,,1998/1/15,6.0,
1998_01_16-en,,4.0,Somalia,1998/1/16,,RVF
1998_01_19-en,,18.0,,1998/1/19,6.0,Avian influenza
1998_01_20-en,,18.0,,1998/1/20,,Avian influenza
1998_01_28-en,,114.0,Congo,1998/1/28,32.0,Meningococcal (Group C)
1998_02_03a-en,,445.0,Congo,1998/2/3,83.0,V. cholerae
1998_02_03b-en,,5.0,Mozambique,1998/2/3,,Cholera
1998_02_10a-en,,2000.0,Mozambique,1998/2/10,109.0,
1998_02_10b-en,,193.0,Comoros,1998/2/10,8.0,
1998_02_10c-en,,485.0,Congo,1998/2/5,83.0,Cholera
1998_02_13-en,,227.0,Kingdom of Cambodia,1998/2/13,3.0,Dengue Fever
1998_02_19-en,,,,1998/2/19,,Human parainfluenza virus
1998_02_20a-en,,282.0,Comoros,1998/2/20,10.0,V. cholerae
1998_02_20b-en,,14679.0,Mozambique,1998/2/20,477.0,
1998_02_25-en,,2863.0,Ecuador,1998/2/25,16.0,Cholera
1998_03_12-en,,18.0,Hong Kong,1997/12/28,6.0,Avian influenza
1998_03_16-en,,945.0,Comoros,1998/3/11,18.0,Cholera
1998_03_31-en,,3170.0,"Multiple countries across Asia, Africa, and South America",1998/3/31,34.0,Cholera
1998_04_07-en,,16982.0,United Republic of Tanzania,1998/4/7,849.0,Cholera
1998_04_07b-en,,335.0,United Republic of Tanzania,1998/4/7,12.0,
1998_04_15-en,,19544.0,Malaysia,1997/7/1,50.0,Dengue Fever
1998_04_22-en,,2835.0,Chad,1998/3/22,239.0,Meningitis
1998_04_29-en,,237.0,Cameroon,1997/11/1,60.0,Shigellosis
1998_05_08a-en,,19.0,Pakistan,1998/3/15,12.0,Crimean-Congo Hemorrhagic fever
1998_05_08b-en,,4.0,Pakistan,1998/2/1,2.0,Crimean-Congo Hemorrhagic fever
1998_05_19-en,,,United Republic of Tanzania,1998/5/19,,Malaria
1998_05_19b-en,,9605.0,Congo,1998/5/19,746.0,
1998_05_19c-en,,,Rwanda,1998/5/19,,Cholera
1998_05_28-en,,13440.0,Congo,1998/5/28,778.0,Cholera
1998_06_08e-en,,16647.0,"Multiple countries across Asia, Africa, and South America",1998/6/8,55.0,Dengue Fever
1998_06_17e-en,,,Hong Kong,1998/6/17,41.0,Enterovirus Infection
1998_07_03-en,,,,1998/7/3,,
1998_07_04-en,,271.0,"India, Taiwan",1998/7/3,55.0,EV-71
1998_07_15-en,,69.0,Kingdom of Cambodia,1998/6/14,15.0,Cholera
1998_07_20-en,,38697.0,United Republic of Tanzania,1998/7/20,1576.0,Cholera
1998_08_03-en,,560.0,Angola,1998/5/26,12.0,Diarrhoea
1998_08_06-en,,574.0,Angola,1998/8/6,69.0,Meningococcal (Group C)
1998_08_11-en,,15.0,Soviet Union,1998/8/11,2.0,Anthrax
1998_08_13-en,,19.0,France,1998/6/6,3.0,Legionellosis
1998_08_14-en,,26783.0,Mozambique,1998/8/14,619.0,Cholera
1998_08_18-en,,,Viet Nam,1998/1/1,,Dengue Fever
1998_08_19-en,,,,1998/8/19,,Cholera
1998_08_19b-en,,1500.0,Pakistan,1998/8/19,,V. cholerae
1998_08_21-en,,10000.0,Pakistan,1998/8/21,120.0,
1998_08_24-en,,1113.0,Angola,1998/8/24,115.0,Meningitis
1998_08_26-en,,24.0,Brazil,1998/2/1,9.0,Yellow Fever
1998_08_31-en,,13.0,Thailand,1998/8/31,,
1998_09_02-en,,1400.0,Pakistan,1998/9/2,28.0,Cholera
1998_09_09-en,,3199.0,Comoros,1998/9/9,40.0,Cholera
1998_09_11-en,,25.0,Azerbaijan,1998/9/6,,V. cholerae
1998_09_21a-en,,43911.0,United Republic of Tanzania,1998/9/21,1777.0,
1998_09_22-en,,3.0,South East Asia,1998/9/22,,V. cholerae
1998_09_23-en,,1770.0,Sierra Leone,1998/9/23,55.0,V. cholerae
1998_09_30-en,,185000.0,People's Republic of Bangladesh,1998/9/30,151.0,
1998_10_14-en,,,Africa,1998/10/14,,Cholera
1998_10_15-en,,1106.0,Cameroon,1998/10/15,113.0,Cholera
1998_10_16-en,,,Somalia,1998/10/16,,Cholera
1998_10_22a-en,,32.0,Brazil,1998/10/22,13.0,Yellow Fever
1998_10_22b-en,,100.0,Egypt,1998/10/22,100.0,
1998_10_22c-en,,2900.0,Rwanda,1998/10/22,55.0,Cholera
1998_10_23-en,,8.0,Dagestan,1998/10/23,0.0,V. cholerae
1998_10_26-en,,20.0,Iraq,1998/10/26,1.0,Cholera
1998_11_04-en,,14.0,Ecuador,1998/10/1,3.0,Yellow Fever
1998_11_06a-en,,49.0,United Republic of Tanzania,1998/11/6,,Yersinia Pestis
1998_11_10a-en,,,Honduras,1998/11/10,,
1998_11_11-en,,,South America,1998/11/11,7000.0,
1998_11_23-en,,16.0,Guatemala,1998/11/23,5.0,
1998_11_24-en,,,South America,1998/11/24,,
1998_11_25a-en,,376.0,Brazil,1998/11/25,,Cholera
1998_11_26-en,,234.0,South America,1998/11/20,17.0,Cholera
1998_12_02-en,,1.0,Honduras,1998/12/2,0.0,Cholera
1998_12_04-en,,600.0,Mozambique,1998/12/4,100.0,
1998_12_18-en,,14.0,Somalia,1998/12/18,,Cholera
1998_12_22a-en,,2.0,Burkina Faso,1998/12/22,1.0,Yellow Fever
1998_12_22b-en,,203.0,Western Kasai,1998/12/22,79.0,Meningitis
1998_12_23-en,,,China,1998/12/23,,Human parainfluenza virus
1999_01_06-en,,,China,1999/1/6,,Avian influenza
1999_01_12-en,,169.0,Egypt,1999/1/12,20.0,Meningococcal (Group C)
1999_01_20-en,,1025.0,United Republic of Tanzania,1999/1/27,25.0,Cholera
1999_01_22-en,,199.0,Egypt,1999/1/22,30.0,Meningitis
1999_01_27-en,,66.0,Zambia,1999/1/27,4.0,Cholera
1999_02_10-en,,3.0,South Africa (KwaZulu Natal),1999/2/10,0.0,Rift Valley Fever
1999_02_11-en,,27.0,Ecuador,1999/2/11,13.0,Yellow Fever
1999_02_24-en,,6300.0,Pakistan,1999/2/13,135.0,
1999_02_26a-en,,,Africa,1999/2/26,,Cholera
1999_02_26b-en,,139.0,Guinea Bissau,1999/2/26,36.0,Meningococcal (Group C)
1999_03_01-en,,5400.0,Pakistan,1999/2/26,,Avian influenza
1999_03_12a-en,,2293.0,Egypt,1999/3/12,262.0,Meningitis
1999_03_12b-en,,4457.0,Somalia,1999/3/12,166.0,Cholera
1999_03_17a-en,,41.0,Ecuador,1999/3/17,14.0,Yellow Fever
1999_03_17b-en,,1.0,Brazil,1999/3/17,0.0,Yellow Fever
1999_03_17c-en,,,Congo,1999/3/17,,Cholera
1999_03_18a-en,,2709.0,Cameroon,1999/3/18,372.0,Meningitis
1999_03_18b-en,,200.0,The Netherlands,1999/3/18,13.0,Legionellosis
1999_03_19a-en,,4.0,Brazil,1999/3/19,0.0,Yellow Fever
1999_03_19b-en,,126.0,,1999/3/19,4.0,Meningitis
1999_03_22a-en,,133.0,Malaysia,1999/3/22,54.0,Japanese Encephalitis
1999_03_22b-en,,881.0,,1999/3/22,135.0,Meningococcal (Group C)
1999_03_26a-en,,,,1999/3/26,78.0,
1999_03_29-en,,,Hong Kong,1999/3/26,,H1N2v
1999_04_06-en,,,,1999/4/6,,Avian influenza
1999_04_07a-en,,11.0,Malaysia,1999/4/7,1.0,HendraVirus
1999_04_07b-en,,,Rumbek county,1999/3/27,,Alkhurma hemorrhagic fever
1999_04_07c-en,,2.0,Hong Kong,1999/4/7,0.0,Avian influenza
1999_04_08-en,,235.0,Brazil,1999/4/8,3.0,Cholera
1999_04_13-en,,5.0,Hong Kong,1999/4/13,0.0,Avian influenza
1999_04_14a-en,,278.0,Madagascar,1999/4/14,,V. cholerae
1999_04_14b-en,,2169.0,,1999/4/14,404.0,Meningococcal (Group C)
1999_04_15-en,,,Malaysia,1999/4/15,,Nipah Virus
1999_04_20-en,,,,1999/4/20,,
1999_04_28a-en,,16000.0,Egypt,1999/4/28,1000.0,Meningitis
1999_04_28b-en,,661.0,Angola,1999/4/23,41.0,Coronavirus
1999_04_29-en,,6.0,Sudan (W Equatoria),1999/4/29,,Borrelia
1999_04_30a-en,,7860.0,Somalia,1999/4/30,233.0,
1999_04_30b-en,,892.0,Sudan (W Equatoria),1999/4/30,24.0,
1999_05_05-en,,68.0,,1999/5/5,63.0,
1999_05_06-en,,76.0,Congo,1999/5/6,52.0,Marburg Hemorrhagic Fever
1999_05_10-en,,,,1999/5/10,,Hemorrhagic fever
1999_05_11-en,,39.0,Angola,1999/5/11,8.0,Yersinia Pestis
1999_05_12a-en,,22000.0,Egypt,1999/5/12,1600.0,Meningitis
1999_05_12b-en,,90.0,South Africa (KwaZulu Natal),1999/5/12,,Marburg Hemorrhagic Fever
1999_05_14-en,,3.0,Congo,1999/5/14,0.0,
1999_05_17-en,,2.0,South Africa (KwaZulu Natal),1999/5/17,2.0,Marburg Hemorrhagic Fever
1999_05_18a-en,,53.0,Ecuador,1999/5/18,21.0,Yellow Fever
1999_05_20-en,,72.0,,1999/5/20,3.0,Marburg Hemorrhagic Fever
1999_05_21-en,,874.0,Kingdom of Cambodia,1999/5/21,56.0,Cholera
1999_05_28-en,,5.0,South Africa (KwaZulu Natal),1999/5/28,2.0,Marburg Hemorrhagic Fever
1999_06_16-en,,11327.0,Zambia,1999/6/16,393.0,Cholera
1999_06_23-en,,89.0,Burundi,1999/6/23,6.0,Cholera
1999_06_25-en,,616034.0,Burundi,1999/5/25,51.0,Malaria
1999_07_14a-en,,,United Republic of Tanzania,1999/7/14,,Malaria
1999_07_20-en,,14402.0,Pakistan,1999/7/20,,Cholera
1999_07_26-en,,65.0,,1999/7/26,6.0,Crimean-Congo Hemorrhagic fever
1999_07_27-en,,74.0,Zambia,1999/7/27,,Yersinia Pestis
1999_08_03-en,,169.0,Niger,1999/8/3,10.0,
1999_08_04-en,,1.0,Cameroon,1999/8/4,0.0,Hemorrhagic fever
1999_08_06-en,,1.0,Cameroon,1999/8/6,1.0,Yellow Fever
1999_08_09-en,,,Madagascar,1999/8/9,,Cholera
1999_08_25-en,,26.0,Pakistan,1999/8/25,,Poliomyelitis
1999_08_30-en,,1.0,Kosovo,1999/8/30,0.0,HendraVirus
1999_09_02-en,,269.0,Ghana,1999/9/2,9.0,Cholera
1999_09_07-en,,,Pakistan,1999/9/7,,Cholera
1999_09_08-en,,6964.0,Somalia,1999/9/8,15.0,Cholera
1999_09_10-en,,9.0,United States,1999/9/10,3.0,StLouisEncephalitis
1999_09_14a-en,,11.0,"NYS, USA",1999/9/14,3.0,StLouisEncephalitis
1999_09_24-en,,16.0,Iraq,1999/9/24,,Coronavirus
1999_10_06-en,,50.0,United States,1999/10/6,5.0,West Nile Disease
1999_10_20-en,,29.0,Rwanda,1999/10/20,11.0,Meningitis
1999_10_21-en,,253.0,Angola,1999/10/21,147.0,Meningococcal (Group C)
1999_10_27-en,,9.0,Zambia,1999/10/7,3.0,Cholera
1999_11_18-en,,140.0,Rwanda,1999/11/18,5.0,"Vibrio cholerae O1, biotype El Tor, serotype Ogawa"
1999_11_18b-en,,80.0,Belgium,1999/11/18,4.0,Legionellosis
1999_11_19-en,,2.0,Republic of Fiji,1999/7/30,0.0,"Vibrio cholerae O1, biotype El Tor, serotype Ogawa"
1999_11_23-en,,1.0,Ecuador,1999/9/23,1.0,Yellow Fever
1999_12_09-en,,74.0,Congo,1999/12/9,4.0,Cholera
1999_12_10-en,,965.0,India (Andhra),1999/12/10,200.0,Japanese Encephalitis
1999_12_17-en,,2.0,France,1999/12/17,0.0,V-CJD
1999_12_22-en,,103.0,Comoros,1999/11/11,14.0,Cholera
2-december-2014-mers-en,,18.0,Saudi Arabia,2014/11/19,4.0,MERSCoV
2-february-2016-mers-saudi-arabia-en,,5.0,Saudi Arabia,2016/1/22,0.0,MERSCoV
20-February-2019-polio-png-en,,26.0,Papua New Guinea,2018/6/26,,Coronavirus
20-april-2016-zika-saint-lucia-en,,2.0,St Lucia,2016/4/7,0.0,Zika virus
20-april-2017-ah7n9-china-en,,15.0,China,2017/4/14,2.0,Avian influenza
20-april-2018-lassa-fever-nigeria-en,,1849.0,Federal Republic of Nigeria,2018/1/1,114.0,Lassa Fever
20-december-2018-ebola-drc-en,,549.0,Congo,2018/12/18,326.0,Ebola
20-february-2017-ah7n9-china-en,,304.0,China,2017/1/19,36.0,Avian influenza
20-february-2017-seoulvirus-usa-and-canada-en,,11.0,United States,2017/1/24,0.0,KunjinVirus
20-january-2015-mers-en,,5.0,Saudi Arabia,2015/1/6,1.0,MERSCoV
20-january-2016-zika-bolivia-en,,1.0,Ecuador,2016/1/16,0.0,Zika virus
20-january-2016-zika-guyana-barbados-ecuador-en,,1.0,Honduras,2016/1/14,0.0,Zika virus
20-july-2016-ehec-uk-en,,158.0,United Kingdom,2016/7/1,2.0,sorbitol-fermenting Shiga toxin-producing E. coli (EHEC) O157
20-june-2015-mers-thailand-en,,1.0,Thailand,2015/6/18,0.0,MERSCoV
20-june-2018-ebola-drc-en,,60.0,Congo,2018/6/18,28.0,Ebola
20-june-2018-measles-japan-en,,161.0,Japan,2018/5/16,0.0,Measles
